Id,Heart0,Heart1,Heart2,Heart3,Heart4,Heart5,Heart6,Heart7,Heart8,Heart9
1,"Field not Used","000 to 110 bpm","110 to 130 bpm","130 to 140 bpm","140 to 150 bpm","150 to 160 bpm","160 to 170 bpm","170 to 180 bpm","180 to max bpm","165 to 175 bpm"
2,"Field not Used","000 - 110 bmp","110 - 120 bmp","120 - 130 bmp","150 - 160 bmp","160 - 170 bmp","170 - 180 bmp","180 - 190 bmp","190 - 200 bmp","200 - 210bmp"
1,,,,,,,,,,
1,,,,,,,,,,
1,,,,,,,,,,
1,,,,,,,,,,
1,,,,,,,,,,
1,,,,,,,,,,
1,,,,,,,,,,
